Year,Satellite Type,Budget (in Billion $),Success Rate (%),Environmental Impact,Duration (in Days),Num_Collaborators,Tech_Maturity,Budget_Per_Day,Money_Efficiency,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Tech_Budget_Power
2024,Navigation,24.17,83.0,Medium,274,3,1.0,0.0878909090909091,944.3525031030201,True,False,False,False,True,True,False,False,False,False,False,False,False,False,24.17
2025,Communication,5.6,100.0,Medium,222,3,1.0,0.025112107623318385,3982.1428571428573,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.6
2002,Research,19.67,97.0,High,290,3,4.0,0.06759450171821306,1435.027961362481,True,False,True,False,False,False,False,False,False,False,False,False,False,False,78.68
2000,Communication,9.0,69.0,Medium,37,1,3.0,0.23684210526315788,291.33333333333337,False,True,False,False,False,False,True,False,False,False,False,False,False,False,27.0
2008,Communication,16.58,51.0,High,37,3,4.0,0.43631578947368416,116.88781664656214,True,False,True,False,False,False,True,False,False,False,False,False,False,False,66.32
2010,Research,36.05,60.0,High,99,2,2.0,0.3605,166.4355062413315,False,False,False,True,False,False,False,False,False,False,False,False,False,True,72.1
2005,Research,27.24,97.0,Low,123,2,3.0,0.2196774193548387,441.55653450807637,False,True,False,False,False,False,False,False,False,False,False,False,False,False,81.72
2022,Weather,46.98,64.0,Medium,88,1,1.0,0.5278651685393259,121.24308216262239,True,False,False,False,True,False,False,False,False,False,True,False,False,False,46.98
2021,Navigation,22.57,53.0,High,203,2,1.0,0.11063725490196079,479.04297740363313,True,False,False,False,False,False,False,False,False,True,False,False,False,False,22.57
2008,Research,18.07,51.0,Medium,194,2,1.0,0.09266666666666667,550.3597122302158,True,False,False,False,False,False,False,False,False,True,False,False,False,False,18.07
2009,Communication,4.15,75.0,Low,96,1,1.0,0.042783505154639176,1753.012048192771,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4.15
2016,Communication,8.62,79.0,Medium,350,1,3.0,0.024558404558404558,3216.8213457076567,False,True,False,False,False,False,False,False,False,False,False,True,False,False,25.86
2017,Spy,8.56,80.0,Low,291,1,4.0,0.029315068493150687,2728.971962616822,False,False,True,False,False,True,False,False,False,False,False,False,False,False,34.24
2006,Weather,20.66,96.0,Low,142,2,3.0,0.14447552447552447,664.4724104549855,True,True,False,False,False,False,True,False,False,False,False,False,False,False,61.980000000000004
2012,Weather,20.45,73.0,Medium,232,2,1.0,0.08776824034334764,831.7359413202934,False,False,False,False,True,False,False,False,False,False,False,False,True,False,20.45
2013,Research,43.01,59.0,High,288,3,1.0,0.1488235294117647,396.4426877470356,False,False,False,False,True,False,False,False,False,False,True,False,False,False,43.01
2011,Communication,26.87,67.0,High,81,3,3.0,0.3276829268292683,204.46594715295868,True,True,False,False,False,False,False,False,False,False,True,False,False,False,80.61
2009,Navigation,2.81,79.0,Medium,151,3,4.0,0.01848684210526316,4273.309608540925,False,False,True,False,False,False,False,False,False,False,False,False,True,False,11.24
2020,Communication,43.21,55.0,Medium,310,3,4.0,0.13893890675241158,395.8574404073131,True,False,True,False,False,False,False,False,False,False,False,False,False,True,172.84
2025,Research,49.28,67.0,Medium,171,1,3.0,0.28651162790697676,233.84740259740258,False,True,False,False,False,False,False,True,False,False,False,False,False,False,147.84
2012,Spy,36.81,98.0,Medium,313,2,1.0,0.11722929936305733,835.9684868242325,False,False,False,False,True,True,False,False,False,False,False,False,False,False,36.81
2024,Weather,5.71,78.0,Low,325,1,4.0,0.017515337423312884,4453.239929947461,False,False,True,False,False,False,True,False,False,False,False,False,False,False,22.84
2006,Research,21.83,61.0,High,1,1,4.0,10.915,5.588639486944572,True,False,True,False,False,True,False,False,False,False,False,False,False,False,87.32
2021,Navigation,46.3,74.0,High,180,2,1.0,0.2558011049723757,289.28725701943847,True,False,False,False,True,False,False,False,False,False,False,False,False,False,46.3
2015,Research,33.29,72.0,High,105,3,1.0,0.3140566037735849,229.2580354460799,True,False,False,False,False,False,False,False,True,False,False,False,False,False,33.29
2006,Navigation,19.9,73.0,High,334,1,1.0,0.05940298507462686,1228.8944723618092,False,False,False,False,True,False,False,False,False,False,False,True,False,False,19.9
2005,Research,15.34,90.0,High,193,2,1.0,0.07907216494845361,1138.200782268579,True,False,False,False,False,False,False,False,False,False,False,True,False,False,15.34
2013,Communication,44.01,80.0,High,167,1,3.0,0.2619642857142857,305.385139740968,False,True,False,False,False,False,False,False,False,False,False,False,False,True,132.03
2008,Weather,23.9,58.0,Medium,178,2,2.0,0.1335195530726257,434.39330543933056,True,False,False,True,False,False,False,False,False,False,False,True,False,False,47.8
2024,Weather,38.33,57.0,High,284,2,1.0,0.13449122807017544,423.8194625619619,True,False,False,False,False,True,False,False,False,False,False,False,False,False,38.33
2018,Communication,24.06,61.0,Low,316,1,4.0,0.07589905362776025,803.6990856192851,False,False,True,False,False,False,False,False,False,False,False,False,False,False,96.24
2002,Spy,22.63,60.0,High,325,3,2.0,0.06941717791411042,864.3393725143616,False,False,False,True,False,False,False,False,False,False,False,False,False,False,45.26
2006,Spy,35.15,63.0,Low,296,1,2.0,0.11835016835016834,532.3186344238976,True,False,False,True,False,False,False,False,False,True,False,False,False,False,70.3
2012,Weather,31.22,84.0,Low,36,3,1.0,0.8437837837837837,99.55156950672647,True,False,False,False,False,False,False,False,False,False,False,False,False,True,31.22
2015,Weather,30.32,67.0,Low,73,1,2.0,0.4097297297297297,163.52242744063327,True,False,False,True,False,False,False,False,False,True,False,False,False,False,60.64
2012,Navigation,26.5,66.0,Medium,364,3,2.0,0.07260273972602739,909.056603773585,True,False,False,True,False,False,False,False,False,False,False,False,True,False,53.0
2001,Spy,6.15,86.0,Low,24,3,4.0,0.24600000000000002,349.5934959349593,False,False,True,False,False,False,False,False,False,False,False,False,True,False,24.6
2011,Communication,4.01,82.0,High,239,1,3.0,0.016708333333333332,4907.730673316709,False,True,False,False,False,False,False,False,False,False,False,False,False,True,12.03
2012,Research,42.0,74.0,Medium,112,3,4.0,0.37168141592920356,199.09523809523807,True,False,True,False,False,False,False,False,False,False,False,False,True,False,168.0
2009,Weather,13.69,70.0,Medium,185,2,1.0,0.0736021505376344,951.0591672753836,True,False,False,False,False,True,False,False,False,False,False,False,False,False,13.69
2021,Research,47.5,57.0,High,138,1,1.0,0.34172661870503596,166.8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,47.5
2008,Weather,29.24,95.0,Medium,303,3,1.0,0.09618421052631579,987.6880984952121,False,False,False,False,True,False,False,True,False,False,False,False,False,False,29.24
2021,Research,2.78,60.0,High,20,3,4.0,0.13238095238095238,453.23741007194246,True,False,True,False,False,False,False,False,False,False,True,False,False,False,11.12
2008,Spy,3.81,65.0,Medium,265,1,1.0,0.014323308270676693,4538.057742782152,True,False,False,False,True,False,False,False,True,False,False,False,False,False,3.81
2000,Weather,39.54,100.0,High,130,1,4.0,0.3018320610687023,331.31006575619625,True,False,True,False,False,False,False,False,False,False,False,False,False,False,158.16
2001,Communication,13.66,75.0,High,260,2,1.0,0.05233716475095786,1433.0161054172765,False,False,False,False,True,False,False,False,False,False,False,False,True,False,13.66
2018,Navigation,35.57,79.0,High,107,3,1.0,0.32935185185185184,239.8650548214788,False,False,False,False,True,False,False,False,False,True,False,False,False,False,35.57
2016,Navigation,15.64,95.0,High,330,1,1.0,0.04725075528700907,2010.549872122762,True,False,False,False,True,False,False,False,False,False,False,True,False,False,15.64
2025,Navigation,28.52,50.0,High,161,3,1.0,0.1760493827160494,284.0112201963534,False,False,False,False,False,False,False,False,False,False,False,True,False,False,28.52
2014,Communication,38.47,98.0,Medium,97,2,3.0,0.39255102040816325,249.64907720301534,True,True,False,False,False,False,True,False,False,False,False,False,False,False,115.41
2005,Spy,37.22,89.0,Low,80,3,1.0,0.4595061728395062,193.68619022031166,False,False,False,False,True,False,False,False,False,False,True,False,False,False,37.22
2000,Communication,46.42,73.0,Medium,68,1,2.0,0.6727536231884058,108.50926324859974,False,False,False,True,False,False,True,False,False,False,False,False,False,False,92.84
2018,Spy,49.64,63.0,Low,30,1,1.0,1.6012903225806452,39.34327155519742,True,False,False,False,True,False,False,False,False,False,False,True,False,False,49.64
2011,Research,8.35,66.0,High,48,1,3.0,0.1704081632653061,387.30538922155694,False,True,False,False,False,False,False,False,False,False,True,False,False,False,25.049999999999997
2016,Communication,22.47,85.0,Low,4,1,4.0,4.494,18.914107699154428,False,False,True,False,False,False,False,False,False,False,False,True,False,False,89.88
2003,Spy,36.47,61.0,Medium,231,2,4.0,0.15719827586206897,388.04496846723333,False,False,True,False,False,False,True,False,False,False,False,False,False,False,145.88
2011,Weather,25.34,95.0,High,302,2,3.0,0.08363036303630363,1135.9510655090767,False,True,False,False,False,False,False,True,False,False,False,False,False,False,76.02
2013,Weather,19.46,57.0,Low,120,3,4.0,0.16082644628099174,354.41932168550875,True,False,True,False,False,True,False,False,False,False,False,False,False,False,77.84
2012,Communication,25.49,59.0,Medium,242,2,2.0,0.10489711934156377,562.4558650451158,False,False,False,True,False,False,False,False,False,False,False,False,True,False,50.98
2025,Navigation,31.77,98.0,High,341,2,4.0,0.09289473684210527,1054.957507082153,False,False,True,False,False,False,False,True,False,False,False,False,False,False,127.08
2011,Spy,10.59,64.0,Low,290,1,2.0,0.03639175257731959,1758.640226628895,True,False,False,True,False,False,False,False,False,False,False,True,False,False,21.18
2021,Navigation,47.14,71.0,Low,180,2,4.0,0.26044198895027626,272.6134917267713,False,False,True,False,False,True,False,False,False,False,False,False,False,False,188.56
2022,Research,31.36,72.0,Low,119,3,2.0,0.2613333333333333,275.5102040816327,True,False,False,True,False,False,False,False,False,False,False,False,False,True,62.72
2011,Spy,1.53,64.0,Low,339,2,3.0,0.0045,14222.222222222223,True,True,False,False,False,False,False,False,False,False,False,False,True,False,4.59
2008,Weather,29.78,80.0,Low,210,3,4.0,0.14113744075829385,566.8233713901948,False,False,True,False,False,False,False,False,False,True,False,False,False,False,119.12
2001,Weather,46.14,52.0,Medium,102,1,2.0,0.4479611650485437,116.08149111400085,True,False,False,True,False,False,False,False,True,False,False,False,False,False,92.28
2004,Spy,31.87,69.0,Medium,287,1,3.0,0.11065972222222223,623.5331032318795,False,True,False,False,False,False,False,True,False,False,False,False,False,False,95.61
2021,Communication,43.98,100.0,Low,137,1,1.0,0.31869565217391305,313.7789904502046,False,False,False,False,True,False,False,False,True,False,False,False,False,False,43.98
2002,Research,33.69,89.0,Medium,221,2,1.0,0.15175675675675673,586.4648263579699,False,False,False,False,True,True,False,False,False,False,False,False,False,False,33.69
2024,Research,32.52,96.0,Low,244,2,2.0,0.13273469387755105,723.2472324723245,False,False,False,True,False,False,False,False,False,False,False,False,False,False,65.04
2025,Spy,18.54,91.0,High,15,2,4.0,1.15875,78.53290183387271,True,False,True,False,False,False,True,False,False,False,False,False,False,False,74.16
2009,Research,41.7,59.0,High,17,2,1.0,2.316666666666667,25.467625899280574,False,False,False,False,True,False,False,False,False,False,False,False,False,False,41.7
2003,Communication,39.26,92.0,Low,16,1,3.0,2.309411764705882,39.83698420784514,False,True,False,False,False,True,False,False,False,False,False,False,False,False,117.78
2013,Communication,38.44,91.0,Low,9,2,3.0,3.844,23.673257023933402,False,True,False,False,False,False,False,True,False,False,False,False,False,False,115.32
2009,Spy,13.33,83.0,Low,10,1,2.0,1.211818181818182,68.49212303075768,True,False,False,True,False,False,False,False,False,False,False,False,False,False,26.66
2007,Communication,24.38,83.0,Low,59,2,1.0,0.4063333333333333,204.26579163248564,False,False,False,False,True,False,False,False,True,False,False,False,False,False,24.38
2022,Navigation,36.15,82.0,Medium,243,2,3.0,0.14815573770491802,553.4716459197788,False,True,False,False,False,True,False,False,False,False,False,False,False,False,108.44999999999999
2006,Communication,29.11,66.0,Low,122,2,1.0,0.23666666666666666,278.8732394366197,True,False,False,False,False,False,False,True,False,False,False,False,False,False,29.11
2022,Research,23.93,89.0,Low,303,1,1.0,0.0787171052631579,1130.6310071040534,False,False,False,False,True,False,False,False,False,False,True,False,False,False,23.93
2015,Navigation,33.1,57.0,Medium,233,1,3.0,0.14145299145299145,402.9607250755287,False,True,False,False,False,False,False,False,True,False,False,False,False,False,99.30000000000001
2004,Weather,21.44,78.0,High,249,3,3.0,0.08576,909.5149253731342,True,True,False,False,False,False,False,False,False,False,False,False,False,False,64.32000000000001
2003,Navigation,9.76,68.0,Low,38,2,2.0,0.25025641025641027,271.72131147540983,True,False,False,True,False,False,False,False,False,False,False,True,False,False,19.52
2019,Communication,16.76,89.0,Low,25,3,1.0,0.6446153846153847,138.0668257756563,True,False,False,False,False,False,False,False,False,False,False,False,False,True,16.76
2015,Navigation,12.69,53.0,Medium,288,2,2.0,0.043910034602076126,1207.0133963750984,True,False,False,True,False,True,False,False,False,False,False,False,False,False,25.38
2021,Research,23.98,60.0,High,266,2,4.0,0.08981273408239701,668.0567139282736,False,False,True,False,False,False,True,False,False,False,False,False,False,False,95.92
2012,Weather,35.66,70.0,Low,17,1,1.0,1.9811111111111108,35.3337072349972,True,False,False,False,True,True,False,False,False,False,False,False,False,False,35.66
2006,Navigation,46.74,77.0,Medium,311,2,3.0,0.1498076923076923,513.992297817715,True,True,False,False,False,False,False,False,True,False,False,False,False,False,140.22
2011,Communication,32.7,92.0,Medium,270,3,3.0,0.12066420664206644,762.446483180428,False,True,False,False,False,False,False,True,False,False,False,False,False,False,98.10000000000001
2020,Spy,14.99,55.0,High,55,1,1.0,0.26767857142857143,205.47031354236157,True,False,False,False,True,False,False,False,False,True,False,False,False,False,14.99
